"source_text","target_translation","source_name","source_file","language","language_id"
"...[n :] rouar : ---a-uiu... siat : pegia feiga : auþuatr : gerþi * þita hualf : gaiRualr : i ueskini : ris...","... Roar ... själ, både fader och son. Audvat gjorde detta valv. Gairvald i Väskinde ristade runorna.","G 123 - Gotland: Vänge kyrka","christerhamp_gamla_runor.csv","sv","2"
"potolbar : karassa : han : kaup:te : messo:haku:lin : i takn :","Botulf Krasse, han köpte mässhaken i Aachen","G 126 - Gotland: Guldrupe kyrka","christerhamp_gamla_runor.csv","unknown","3"
"afe maraa : garasia : p(l)ena","Ave Maria, gratia plena","G 127 - Gotland: Guldrupe kyrka","christerhamp_gamla_runor.csv","unknown","3"
"[uil]lin ir : lyţa : hut : iak : uil : gerra : (l)egia : -ug-abrr-(t) : likit : ikinn : ... [skulin ... : nn] : s(y)ika : uir : biţ:um : us : i...","Vill ni höra vad jag vill göra, ligga(?) ... skulle svika / söka. Vi ber för oss ...","G 128 - Gotland: Guldrupe kyrka","christerhamp_gamla_runor.csv","unknown","3"
"roţuisl : auk : roţalf : ţau : litu : raisa : staina : eftir : sy-... ţria : ţina : eftir : roţfos : han : siku : blakumen : i : utfaru kuţ : hialbin : sial : roţfoaR kuţ : suiki : ţa : aR : han : suiu :","Rodvisl och Rodälv de lät resa stenarna efter sina tre söner. Denna sten efter Rodfos. Honom svek valackar, dĺ han var i utfärd. God hjälpe Rodfos själ. Gud svike dem som svek honom","G 134 - Gotland: Sjonhems kyrka","christerhamp_gamla_runor.csv","sv","2"
"þina : eftir : a(i)--- : --- : --rþ : tauþr : a : ui(t)au : systriR : [tuaR] ...-R : bryþr : þria : roþanþr : auk : roþkutr : roþar : auk : þorstain : þiR : iRu : faþur:bryþr","denna efter Ei ... [som] dog på Vindö. Systrar två ... bröder tre. Rodvald och Rodgaut, Rodar och Torsten, de är farbröder","G 135 - Gotland: Sjonhems kyrka","christerhamp_gamla_runor.csv","sv","2"
"...rti : le(g)iR : koþ(r) : ---... ...-na : has : lit : rist : kuml : a- : (k)aiRielmR : ... : ainika : sun : þaiRa ·: trabu : leybika- : ... ...naR : at : feþrka : baþa : kuþ : -(e)... ...","... god läkare[?] ... hans hustru lät rista/resa minnesmärket efter Gairhjälm ... deras ende son
dräpte lybeckare ... stenar[?] efter far och son, de båda. Gud hjälpe ...","G 138 - Gotland: Halla kyrka","christerhamp_gamla_runor.csv","sv","2"
"si up at a^uhun : run","Se upp, på det att ögonen må finna ro.","G 139 - Gotland: Halla kyrka","christerhamp_gamla_runor.csv","sv","2"
"... um to^lf mark","... om tolv mark","G 140 - Gotland: Halla kyrka","christerhamp_gamla_runor.csv","unknown","3"
"... (l)ikmuntaR : i slitaka--... ...","... Liknmund i Slitegård ...","G 141 - Gotland: Unsarve, Halla","christerhamp_gamla_runor.csv","unknown","3"
"-uþ(o)rkh...","fuþorkh...","G 142 E - Gotland: Ganthems kyrka","christerhamp_gamla_runor.csv","unknown","3"
"(f)uþ(o)r-h---(s)--lm ... risti · mik","... ristade mig","G 142 F-G - Gotland: Ganthems kyrka","christerhamp_gamla_runor.csv","unknown","3"
"beto kumb...","Peto Kumble","G 142 H - Gotland: Ganthems kyrka","christerhamp_gamla_runor.csv","unknown","3"
"iakaupr ÷ ok ÷ rol--n ÷ litu ÷ gera ÷ þina stain ÷ eptirR ÷ altuiþ ÷ sin ÷ sun","Jakob och Ro(d)likn[?] lät göra denna sten efter Aldvid, sin son.","G 151 - Gotland: Norrlanda kyrka","christerhamp_gamla_runor.csv","sv","2"
"herra ÷ iua^n ÷ lundi : han atti : mik : um : tiu : aar","Herr Johan [från] Lunde, han ägde mig [dvs. var sockenpräst] i tio år.","G 152 C - Gotland: Norrlanda kyrka","christerhamp_gamla_runor.csv","unknown","3"
"gaRualtr · iarnnaþi · tur","Gairvald järnbeslog dörren","G 155 - Gotland: Hörsne kyrka","christerhamp_gamla_runor.csv","unknown","3"
"...-l : skialtar : auk : isakr : au... ...","... sköld(?) och Isak och ...","G 156 - Gotland: Gothems kyrka","christerhamp_gamla_runor.csv","sv","2"
"hier h[u]ili- kair(u)atr : -...-a...---t--oa-o...lir- -...þ-...a--h...o... ...(k)... kairuat^r u...-...-r(i)---ok-...--...ti(r) ha^n kuam firi kunu^nk ok irkibiskub ok oa^rn bisku(b) ----...-----l-----(i)r so uilt(i) kuþ ha^num -(l) so la^ku ua^r sta^nka^r sum þors uar su^nut-hr ok lahr bri-þi","Här vilar Gairvat ... Gairvat ... han kom inför konungen och ärkebiskopen och vår biskop ... Så
ville Gud honom väl(?). Så länge sedan var jämmeråret(?) som þ var söndag(sruna) och l primade [dvs.
var primruna] ...","G 158 - Gotland: Gothems kyrka","christerhamp_gamla_runor.csv","sv","2"
"+ [o]l-(f) : [... litu : kiara : stain : ţana : ufir : sin : sun : b]u(t)a(i)[- u]-------s-afiţi... -(o)ţur ruţu(i)- ... bat-rn(o)(s)...ur : firir ţaira (s)ial ---...u--...---...----- -l-n...--a--- :","Olaf ... lät göra denna sten över sin son Botgeir (?) ... moder Rodve ... för deras själar ...","G 161 - Gotland: Fröjels kyrka","christerhamp_gamla_runor.csv","sv","2"
":+: miþ naþum guz : roþualdr : af · hundingium : hafr : fiavit : ...[da : dail : fyri : sin : sial : ok : sinz : faþur : sial : ok : aluaz : sial :]","Med Guds nåd. Rodvald från Hunninge har givit [tionde]delen (av sin jordegendom) för sin själ och
sin faders själ och Hallvats själ.","G 164 - Gotland: Klinte kyrka","christerhamp_gamla_runor.csv","sv","2"
"+ iuan : smiðrinn : ganuiða:arvi : uiþr : riða:nes : biþin : byn : ok : ba=lir : nostru : firi : þair[a : s]-...","Johan smed från Gannarve vid Ridanäs. Be en bön och fadervår för deras själar.","G 166 - Gotland: Klinte kyrka","christerhamp_gamla_runor.csv","sv","2"
"+ betin * fyrre * petars sia=l ka=upa=rfa : ha=n : to : sia=u nat=um efder ny ta= =ua=r : o : o=k : k : prim : i : fiurta=ndo rato","Be för Peters av Kauparve själ. Han dog sju nätter efter ny. O och K [var då] prim i fjärde raden.","G 170 - Gotland: Hejde kyrka","christerhamp_gamla_runor.csv","sv","2"
"...iþr : botulfs : moþir : af uestr:huetium : ok ÷ botaiþr : hanz : husfroia : mundualz : systir : a=f rigaim : huer sum : þita -...","... Botulfs moder från Västerväte och Botheid, hans husfru, Mundvalds syster från Ringhems. Vem som detta ...","G 173 - Gotland: Väte kyrka","christerhamp_gamla_runor.csv","sv","2"
"+ hust=ru ga=rt=rt=ud e(t)-...-... : bo=ren : i : melno : ha=n : lit : ha=ga : t(i)-sa stain : yvir : sen : bo=nđa :","Hustru Gertrud ... född i Mölner, hon lät hugga denna sten över sin man.","G 174 - Gotland: Väte kyrka","christerhamp_gamla_runor.csv","sv","2"
"+ i namn : gies- ...-þr þa bynir : fa-...","I Jesu namn ... böner","G 176 - Gotland: Väte kyrka","christerhamp_gamla_runor.csv","unknown","3"
": bro=þir ÷ ia=ko=pr ÷ a=f ÷ s-hom(i) ÷","Broder Jakob från Isome","G 177 A - Gotland: Väte kyrka","christerhamp_gamla_runor.csv","unknown","3"
": roþuisl : aug : farborn : auk : kunborn :","Rodvisl (Rodils) och Farbjörn och Gunbjörn","G 181 - Gotland: Sanda kyrka","christerhamp_gamla_runor.csv","sv","2"
"k suntahr tir brim o^k i treta^ntu rato","k söndag[sruna] och t prim[runa] i trettonde raden [= 1493]","G 184 - Gotland: Sanda kyrka","christerhamp_gamla_runor.csv","sv","2"
"[... auk × botaiþr × þaun litu × raisa s... ... haito × mirki mirlakt eftir man koþ-n · kiarn uaR × hann arla × a × kuþ troa × rumshafþ ×] raþ(e)t × miþ r(e)tu m[iug × tyrlak × ta · ta × uam · la · reksþe... ...](b)in × sialu h-... [lit × kiarþi stain × uataruek...]","... och Botaid lät resa stenen ... lät göra det ståtliga minnesmärket efter den gode mannen. Han kom tidigt att tro på Gud ... hjälpe hans själ ... stenen ...","G 188 - Gotland: Mästerby kyrka","christerhamp_gamla_runor.csv","sv","2"
"... : koþa : af...","... god ...","G 189 - Gotland: Mästerby kyrka","christerhamp_gamla_runor.csv","en","0"
"moyar : hafin : iþra : byn : reta","Jungfrur, be era böner rätt.","G 191 - Gotland: Mästerby kyrka","christerhamp_gamla_runor.csv","unknown","3"
"... ...rin * ţ-ir * bigu i -...-yil ... sunudager ok - * prim * ... ...(i)m(a)fr-y * miţ sinum * guţi * ok * ţingat * kumin * aLlir * ţa... ...","... Katrin (?). De bor i Fröjel ... söndag[sstav] och primstav ... himmelens frid med hans gud. Och dit kommer all deras ...","G 192 - Gotland: Västergarns kyrka","christerhamp_gamla_runor.csv","sv","2"
"...uþork...f...orkhfuþ...rkhfuþorkhf...rkhf...khfuþ...þor...
ambrosii m-... vit... mikomedis (b)rimi ...-r(n)abe ...h-nn-(s) (b) ...-essi","Ambrosius, Marcus, Vitalus, Nicomedus, Primus, Barnabus, Johannes, Paulus, Processus","G 194 - Gotland: Eskelhems kyrka","christerhamp_gamla_runor.csv","unknown","3"
"+ ku[±]--(e)-ke-...--... : ... : ---...u...-... ...- : likmun-ar : - : b--mu[n]-[ar] : bon-... ...------ka...- --... ...----r : -a u...r : - : ... : (s)u-ud...- : o=k : pri- ...","... Likmund ... Botmunds bonde ... dÍ var ... s—ndag[sstaven] och prim ...","G 198 - Gotland: Tofta kyrka","christerhamp_gamla_runor.csv","sv","2"
"+ friþgaiR * ok * alualdR * ok * ro[þai]þR * litu * gieRa * stain*hualf * þis[- eftiR roþurm * faþ... sin (b)-þ-...] ...- * sia[l] * hans * saktus * barþolimeus * irni * miskunaR * sialu roþ--ms * a-e- ------... saksi -iek runaR","Fridgeir och Alvand och Rodleid lät göra deta stenvalv efter Rodorm, deras fader.  Be ... hans själ. Sankt Bartolomeus ha misskund med Rodorms själ. Amen ... Sakse högg runorna.","G 199 - Gotland: Tofta kyrka","christerhamp_gamla_runor.csv","sv","2"
"uni : auk : haknuiþr : arfaR : rakna : þaiR ... ...(h)in : aail : ui : ku-... ...(R)muþ : hialbi : soul : sunta:lausi : kris-... ...t : auþualtr risti r--...","Une och Hagnvid, Ragnes arvingar, de ... Geirmod(?). Syndlösa Kristus hjälpe själen ... Audvald ristade runorna.","G 200 - Gotland: Atlingbo kyrka","christerhamp_gamla_runor.csv","sv","2"
"ha=lt[ia]uþ * a=uþualtz : [enkia : -]tliks : han lit : hualf : otki[era] * yfir : sin : sun : boztan * ok han : baþ : [l]a- : biþia : fyr[ir] ha=ns *: sial * iakau[b]r : gierþi : stain : r=oþmas:a=rfi","Halltjod, Audvalds av Atling änka, hon lät göra valvet över sin son Botstein, och hon bad: Be för hans själ. Jakob av Rodmansarve gjorde stenen.","G 201 - Gotland: Atlingbo kyrka","christerhamp_gamla_runor.csv","sv","2"
"sigmutr let rasa sain eftiR bruþr : sina : auk : bro : kierua : eftiR : sikbiern : santa mikal hie[lbi] ... ...ans auk : at : botraif auk at sigraif : auk : at aibiern : faþur þaiRa : altr : auk bikui han : i by : sunarst kaiRuiþr lekþi ormaluR nemR : in[t]i uR sikmutr [--fiR :] sliku : unit kuml karmanum : þet aR [:] ... kun : hier : mun : stanta stain : a[t] : merki bietr a : bierki in bro furiR roþ(b)iern risti run(i)R [þ]esa kaiRl-ifR sumaR aR karla kan","Sigmund lät resa stenen efter sina bröder och göra bron efter Sigbjörn - sankt Mikael hjälpe hans själ - och efter Botreif och efter Sigreif och efter Eibjörn, fader till dem alla, och han bodde i den sydligaste byn. Geirvid lade ormslingan, han löste dem lätt. Så har Sigmund givit kumlet. Männen som kunde ... Här må stenen stå som ett minnesmärke, tydligt på berget med bron framför Rotbjörn ristade dessa runor, Geirleif några, som ... kan","G 203 - Gotland: Hogräns kyrka","christerhamp_gamla_runor.csv","sv","2"
"+ ulafr : i : himunafi : han : kaf : hit : i-i : sin : ban : botuiþ : ok : bulaiþu : f : kanuiþ : ok : ruþaiþu","Olav i himunafi han gav detta efter sina barn Botvid och Botaid och(?) Ganvid och Rodaid","G 206 - Gotland: Valls kyrka","christerhamp_gamla_runor.csv","sv","2"
"butmuntr : auk : butraifR : auk : kunu[ar : þaiR : raistu : stain ...arþi : karþ] : auk : sunarla : sat : miþ : skinum : auk : han : entaþis : at : ulfshala : þa : [¶ han : hil(k)(i)...]","Botmund och Botraiv och Gunnvar, de reste stenen ... gård och söderut satt
med skinn. Och han dog på Ulvshale ...","G 207 - Gotland: Stenkumla kyrka","christerhamp_gamla_runor.csv","sv","2"
"[b]u[t]muntr : auk : butraifR : auk : kunua[r : -]... ...tu : stain : þ... ... ...[at : faþur : si]n : kuþ : h(i)albi : (s)elu : hans : auk : kus : muþiR : (b)etr : þen : uiR : biþia : kunin · ¶ -(a)... ...(a)-(n) (:)","Botmund och Botraiv och Gunnvar reste denna sten (efter) -vat(?), sin fader. Gud hjälpe hans
själ och Guds moder bättre än vi kunna bedja ...","G 208 - Gotland: Stenkumla kyrka","christerhamp_gamla_runor.csv","sv","2"
"+ hier : likr : kairualtr : i berhi : ok : hans : hus:froya","Här ligger Geirvald i Berg och hans husfru","G 210 - Gotland: Västerhejde kyrka","christerhamp_gamla_runor.csv","sv","2"
"[...------s-- · ub----bala^uh--n...(u)kbru- lit kira stain (u)fir io]-n k-...þ---rþ-...þ-...","... lät göra stenen över Johan ...","G 212 - Gotland: Björke kyrka","christerhamp_gamla_runor.csv","sv","2"
"[: ia^lbi : undr : isairi]...(u)nir : ok : kerþi : stain :","... hjälpe ... och gjorde stenen","G 213 - Gotland: Björke kyrka","christerhamp_gamla_runor.csv","sv","2"
": ormiga : ulfua-r : krikiaR : iaursaliR (:) islat : serklat","Ormika, Ulfvat, Grekland, Jerusalem, Island, Särkland","G 216 - Gotland: Timans, Roma","christerhamp_gamla_runor.csv","unknown","3"
"nikulas : skraif : mik : in : s[--]rin e-[-]-b--r [--]rgretu mariu:messu:dah : ... s : uar : brim : o^k [:] ... ...-r : sunnudah
rannal(t) : berno","Niklas skrev mig . . . Margareta på Mariemässodagen, [då] s var prim[runa] och . . . söndag[sruna].
Ragnvald. Berno.","G 217 - Gotland: Akebäcks kyrka","christerhamp_gamla_runor.csv","sv","2"
"...-- × broþur × s... lati : -um...","...sin broder -","G 218 - Gotland: Follingbo kyrka","christerhamp_gamla_runor.csv","unknown","3"
"... kirki...","... kyrkan ...","G 221 A - Gotland: Klinte kyrka","christerhamp_gamla_runor.csv","unknown","3"
"...-tRs rasmus- baa ---dtib-a","... Rasmus - -","G 223 - Gotland: Endre kyrka","christerhamp_gamla_runor.csv","unknown","3"
"rani : ao þn uikur butfus ÷ fai[i]","Rane äger detta spjut. Botfus ristade.","G 225 - Gotland: Svenskens, Endre","christerhamp_gamla_runor.csv","unknown","3"
"ma- maria iohanes markus luks last gearf : a:posuli","Maria Maria (eller Matteus?) Johannes Markus Lukas ... apostel","G 229 - Gotland: Barlingbo kyrka","christerhamp_gamla_runor.csv","unknown","3"
"+ sihfriþr : i : alfina : lit : gera : stain : hisan : yvir : butaiþi : dotur : sina : ok : yvir : aulaif : ok : botlini : i norþrgarþum","Sigfrid i Alvne lät göra denna sten över sin dotter Butaid och över Audlaiv och Botlikn i Norrgarde","G 231 - Gotland: Vallstena kyrka","christerhamp_gamla_runor.csv","sv","2"
"+ olavr : bingil : lit : gera : mik : yvir : hera^ ^peta^r","Olav bingil lär göra mig över herr Peter","G 232 - Gotland: Vallstena kyrka","christerhamp_gamla_runor.csv","sv","2"
"[+] b(u)---- : i : bierum : li- : gera : s[a]-[n þ--- : yfir : sen faþur : --ulf ----- o]k : mo- sin : ok : betar b-ta : --n : [o]k : li[kat : ok : yfir : hehuat : aþ-ky--a--- : -y-- : ----- ¶ iakub : i : ...] k[---- : ----]","... i Bjärge lät göra denna sten över sin fader ... ulf ... och ... och Peter sin man (?) och Liknat (?) och över Hegvat ... Jakob i  ...","G 234 - Gotland: Vallstena kyrka","christerhamp_gamla_runor.csv","sv","2"
"halfriþr","Hallfrid","G 236 - Gotland: Vallstena kyrka","christerhamp_gamla_runor.csv","unknown","3"
"A: [heR] bot^ub : kaubarfa i...(a)t^um · sanktus : ba^ ^sank:tus : pa^ulus sank:ta · ma^ria · miskuni o^s B: ...--...- (a)(u) mari C: ...-(s)(b)-(r)-...","Herr Botulf i Kauparve ... sankte ... sankte Paulus sankta Maria misskunne oss Ave Maria","G 238 - Gotland: Källunge kyrka","christerhamp_gamla_runor.csv","unknown","3"
"nikulas : i : rink[e] : [a mi]k","Niklas i Rings äger mig","G 241 - Gotland: Hejnums kyrka","christerhamp_gamla_runor.csv","unknown","3"
"÷: gairuatr : af * norþrby : huilis hiar : ok * hans [*] husbroia : ruþiauþ : gerin uel * (o)k * biþin * firi þaim * þaun u-ru * þet * sum * iR iarin * nu * ok * iR * uarþi(n) * þet * sum * þa=un * iaru * nu","Gairvat från Norrbys vilar här och hans hustru Rudiaud. Gör väl och be för dem. De var det som ni är nu och ni blir det som de är nu.","G 242 - Gotland: Hejnums kyrka","christerhamp_gamla_runor.csv","sv","2"
"A: haimaltr B: hai C: botuiþr m haim hai","Haimaldr Ha... Botvid Haim... Hai...","G 247 - Gotland: Hejnums kyrka","christerhamp_gamla_runor.csv","unknown","3"
"þeta : ier * uitni : kirkiur:pre-...- : ok : sokna:manna : et : halhuis÷boar ÷ aihu ÷ kauptan ÷ meþ ÷ einn ÷ kirkiur÷faueh ÷ ginum ÷ litlu ÷ folboa ÷ garþa","Detta är kyrkoprästens och sockenmännens vittnesbörd att Hellvisborna äger, genom köp, för alltid(?) kyrkoväg genom Lilla Foles gårdar.","G 249 - Gotland: Fole kyrka","christerhamp_gamla_runor.csv","sv","2"
"÷ biþin : furi : ola^fs : sia^l : iuha^s : a^rfi : e : etligi : sum : hir : legr : hans : ankia : bo[t]ia^uþ : but^kar...s : bo^rn- : e : oit-hium : l-t^r : stainin : hka : þina","Be för Olafs själ, Johans arvinge i Ytlings, som här ligger. Hans änka Botjod, Botgeirs dotter i Utoje, lät hugga denna sten.","G 255 - Gotland: Bro kyrka","christerhamp_gamla_runor.csv","sv","2"
"gaois","Skðllaren","G 269 - Gotland: Mos gÍrd, Stenkyrka","christerhamp_gamla_runor.csv","unknown","3"
"...r...-... : ... : ... : ... : ... : ... : ¶ ...-- : ---...-... : -fr--du : ok : -ldra : þaira : ¶ --re--- : --- : --- : -- : -------- : ... : ... : ...-...","... och alla deras ...","G 271 - Gotland: Tingstäde kyrka","christerhamp_gamla_runor.csv","sv","2"
"× in| |nomini tomini nostri asu kr-×¶×sti × kuþloh × tomini batris × ¶ iþ fili × kuþloh -biritus ¶ × sakti kuþloh × amin × kruks ¶ × ti batar × kruks ti filius × × kruks ti sbiritus × ¶ × sakti × kuþloh × amin × ¶ × kristus rihnaþ × kristu×¶×s × kuþloh × finsiþ × kristus × ¶ × imbiraþ × amin ×","I vår Herres Jesu Kristi, Gudlög, Herrens, Faderns och Sonens, Gudlög, Den helige Andes namn, Gudlög. Amen. Kristi kors: Fadern, Kristi kors: Sonen, Kristi kors: Den helige Ande, Gudlög, Amen. Kristus regerar, Kristus segrar, Kristus härskar, Amen.","G 278 - Gotland: Mojner, Boge","christerhamp_gamla_runor.csv","sv","2"
"biarfaa : statu : sis[o] stain hakbiarn :  bruţr ruţuisl : austain : imuar is af[a] : st[ai]n[a] : stata : aft : raf[a] su[ţ] furi : ru[f]staini : kuamu uit i aifur : uifil [ba]uţ [u=m]","Denna ljusglänsande sten ställde Hegbjarn (och hans) bröder Rodvisl, Austain och Amund (?), vilka har ställt stenar till minne av Ravn söder om Rufstain (?). De kom vida in i Aifor. Vivil gav uppdraget.","G 280 - Gotland: Pilgĺrds, Boge","christerhamp_gamla_runor.csv","sv","2"
"÷ i:r biþin : kos : fyri : marhitu : sial : af [otaim : a : mik]","Be om godhet för Margits själ från Othem, hon äger mig.","G 282 - Gotland: Othems kyrka","christerhamp_gamla_runor.csv","unknown","3"
"÷ i:r biþin : fyri : haluars : sial : bontanz i [a]khnabo : su[m] : [ie]ar : unir : ui[l]as","Be för Halvars själ, bonden i Angelbos, som här under vilar.","G 283 - Gotland: Othems kyrka","christerhamp_gamla_runor.csv","sv","2"
"+ biþin kos : firi nikulas : sial : af k-ite : sum er uilis uti","Be om godhet för Niklas själ från Klinte, som här vilar uti.","G 284 - Gotland: Othems kyrka","christerhamp_gamla_runor.csv","sv","2"
"÷ biþin : fir(i) [: b]u[t]u[lf]s : sia[l] : a[f] legiu :","Be för Botulfs själ från Längers","G 288 - Gotland: Hellvi kyrka","christerhamp_gamla_runor.csv","unknown","3"
"÷ [biþin] : fir[i · þair-- -i]al : [s]um -iar · ...u[-las] : bu-...aR- · ...[k · han]... ...[usb]...yu : ho...--u [:] ok : botual[d]a : ok [:] han- husbroyu katr--u ...u-- : af hambri","Be för deras själar som här vilar, Butairs och hans hustrus ... och Botvaldes och hans hustru Katarinas ... från Hammars","G 289 - Gotland: Hellvi kyrka","christerhamp_gamla_runor.csv","sv","2"
